Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Daily_Return,Price_Change,Price_Change_Pct
2023-10-18 00:00:00-04:00,42.565910351376075,43.19354257835518,41.80036274107,42.171142578125,627294000,0.0,0.0,NVDA,,-0.3947677732510755,-0.9274270654434937
2023-10-19 00:00:00-04:00,42.78578325627493,43.27149704183871,41.85732962426039,42.076202392578125,501233000,0.0,0.0,NVDA,-0.0022513069303491395,-0.7095808636968073,-1.6584500964879278
2023-10-20 00:00:00-04:00,41.86531949846795,42.444979615932674,41.053797621487206,41.36261749267578,477266000,0.0,0.0,NVDA,-0.0169593465979766,-0.5027020057921661,-1.2007599889702558
2023-10-23 00:00:00-04:00,41.20471789682862,43.222529794895785,40.92088476471772,42.94968795776367,478530000,0.0,0.0,NVDA,0.03836968164234089,1.744970060935053,4.234879280824677
2023-10-24 00:00:00-04:00,43.05162238085588,43.67125606240389,42.66585200550872,43.63727569580078,401463000,0.0,0.0,NVDA,0.01600914397127351,0.5856533149448993,1.360351323729269
2023-10-25 00:00:00-04:00,43.372432614254315,43.62428687299592,41.53051983848515,41.75438690185547,398379000,0.0,0.0,NVDA,-0.04314863299604432,-1.618045712398846,-3.730585569846679
2023-10-26 00:00:00-04:00,41.82834703800738,42.231109527965074,39.85650966502812,40.30224609375,541001000,0.0,0.0,NVDA,-0.034778161430528365,-1.5261009442573794,-3.64848494460153
2023-10-27 00:00:00-04:00,41.10576896604552,41.181724403473915,39.9914242006295,40.476139068603516,416784000,0.0,0.0,NVDA,0.0043147216770254015,-0.6296298974420012,-1.5317312223549266
2023-10-30 00:00:00-04:00,41.062806789213255,41.741403986227084,40.45716084007077,41.13676071166992,388028000,0.0,0.0,NVDA,0.0163212613225463,0.07395392245666699,0.1800995310337477
2023-10-31 00:00:00-04:00,40.42617021325587,40.854918327921496,39.20688773913261,40.75597381591797,517969000,0.0,0.0,NVDA,-0.009256608667389088,0.3298036026620963,0.8158170831476701
2023-11-01 00:00:00-04:00,40.85991856143589,42.35603848881298,40.844928006293706,42.300071716308594,437593000,0.0,0.0,NVDA,0.037886418991356585,1.4401531548727036,3.5246109282066422
2023-11-02 00:00:00-04:00,43.302480629276204,43.85815292316833,42.868738129165685,43.480377197265625,409172000,0.0,0.0,NVDA,0.027903155551908254,0.17789656798942133,0.41082304155376254
2023-11-03 00:00:00-04:00,43.99406856905828,45.28230687928524,43.69724264528921,44.97848892211914,424610000,0.0,0.0,NVDA,0.034454892561229356,0.9844203530608624,2.2376206272343286
2023-11-06 00:00:00-05:00,45.25832729646328,45.90794597594991,44.87255306180776,45.72405242919922,400733000,0.0,0.0,NVDA,0.01657600166095019,0.4657251327359404,1.0290374403040181
2023-11-07 00:00:00-05:00,45.692075485560395,46.19077833519736,45.131405063982676,45.92793655395508,343165000,0.0,0.0,NVDA,0.004459012574870913,0.23586106839468357,0.5161968807243619
2023-11-08 00:00:00-05:00,46.072846167662064,46.839396518994945,45.94092394446473,46.54656982421875,346719000,0.0,0.0,NVDA,0.013469650863519922,0.473723656556686,1.028205756667984
2023-11-09 00:00:00-05:00,47.43903795369881,48.201588985861626,46.722461258073324,46.92234420776367,540496000,0.0,0.0,NVDA,0.008073084331756686,-0.516693745935136,-1.089174165883036
2023-11-10 00:00:00-05:00,47.47202272481538,48.44345034341423,47.255151482276034,48.3065299987793,421245000,0.0,0.0,NVDA,0.029499502089808116,0.834507273963915,1.757892809416118
2023-11-13 00:00:00-05:00,48.29153187815876,49.0870643467763,48.07066140972394,48.59135437011719,384136000,0.0,0.0,NVDA,0.005896187768922534,0.29982249195843025,0.6208593521425102
2023-11-14 00:00:00-05:00,49.65073506752464,49.804643679009864,49.01111268540679,49.626747131347656,416954000,0.0,0.0,NVDA,0.02130816839028493,-0.02398793617698658,-0.048313355571399215
2023-11-15 00:00:00-05:00,49.905587494765264,49.93057048121235,48.17160887491718,48.85920333862305,475497000,0.0,0.0,NVDA,-0.015466332917068781,-1.0463841561422171,-2.0967274581267583
2023-11-16 00:00:00-05:00,48.65032836479482,49.49583073208514,48.30153490578404,49.45085525512695,339756000,0.0,0.0,NVDA,0.012109323854574638,0.8005268903321365,1.6454706828072048
2023-11-17 00:00:00-05:00,49.49482766776376,49.68771478002095,48.97813389873992,49.26896286010742,325205000,0.0,0.0,NVDA,-0.003678245686168813,-0.2258648076563361,-0.45634022442196126
2023-11-20 00:00:00-05:00,49.28294913133964,50.51822102854622,49.1520257887824,50.379302978515625,414120000,0.0,0.0,NVDA,0.022536299811320548,1.0963538471759833,2.2246108775961995
2023-11-21 00:00:00-05:00,50.09647330080843,50.48724182772053,49.19300646271815,49.914581298828125,565747000,0.0,0.0,NVDA,-0.009224456318613239,-0.18189200198030164,-0.36308344678899057
2023-11-22 00:00:00-05:00,49.82263011511019,50.305343443741435,47.66190132877574,48.68729782104492,899420000,0.0,0.0,NVDA,-0.024587674500076706,-1.1353322940652646,-2.2787482142997937
2023-11-24 00:00:00-05:00,48.44145141892708,48.89218598438888,47.71687617098167,47.747859954833984,294645000,0.0,0.0,NVDA,-0.019295337968106896,-0.693591464093096,-1.431813960516665
2023-11-27 00:00:00-05:00,47.77184390637924,48.50141346161061,47.62393227136599,48.213584899902344,395662000,0.0,0.0,NVDA,0.009753839135594689,0.4417409935231049,0.9246890163771067
2023-11-28 00:00:00-05:00,48.20758789085354,48.29453844522679,47.445036828306066,47.79283142089844,401491000,0.0,0.0,NVDA,-0.00872686567235037,-0.4147564699551012,-0.8603551600510452
2023-11-29 00:00:00-05:00,48.35050236578872,48.7332761674738,47.83180709342431,48.11164093017578,382005000,0.0,0.0,NVDA,0.00667065540582179,-0.2388614356129395,-0.49402058701658963
